"","State","SiteID","VisitID","Date","Lat","Lon","HHC","CRC","CSR","LSR","CMS","SRD","CAS","RFS","BNM","RAD","JOD","LMB","SMB","NTP","BKT","RBT","BNT"
"23","IA","IA_119",144,"10/9/1997",42.3028,-93.60022,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"24","IA","IA_12",37,"9/7/1994",43.21304,-92.27775,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"25","IA","IA_120",145,"10/9/1997",42.28211,-93.63031,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"26","IA","IA_121",146,"10/9/1997",42.18206,-93.58491,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"27","IA","IA_122",557,"9/18/2003",42.17997,-93.58077,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"28","IA","IA_123",148,"10/10/1997",42.18092,-93.58418,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"29","IA","IA_124",1328,"9/9/2011",43.31381,-94.3833,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"30","IA","IA_125",1446,"7/17/2012",41.8474,-90.57788,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"31","IA","IA_126",1456,"8/1/2013",41.54475,-94.31602,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"32","IA","IA_127",1515,"8/14/2013",43.02713,-91.66992,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"33","IA","IA_128",1451,"10/1/2013",42.08078,-95.36972,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"34","IA","IA_129",1436,"9/30/2013",42.10935,-95.32862,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"35","IA","IA_13",1312,"8/10/2011",43.17218,-91.21958,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
"36","IA","IA_130",1594,"7/22/2014",40.67042,-94.65089,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"37","IA","IA_131",1414,"8/20/2012",41.16319,-94.92817,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"38","IA","IA_132",3,"8/25/1998",41.21145,-92.93106,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"39","IA","IA_133",4,"8/26/1998",41.59532,-93.71561,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"40","IA","IA_134",803,"7/21/2005",41.48925,-91.21436,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"41","IA","IA_135",1418,"8/21/2012",41.33496,-91.37337,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"42","IA","IA_136",1430,"8/9/2012",41.77599,-90.61269,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"43","IA","IA_137",1444,"8/9/2012",41.71284,-90.41258,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"44","IA","IA_138",1386,"7/16/2012",41.29589,-94.07614,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"45","IA","IA_139",1383,"8/28/2012",42.33918,-93.89017,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"46","IA","IA_14",974,"7/17/2007",43.45087,-91.62003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"47","IA","IA_140",622,"9/4/2004",41.84936,-93.24152,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"48","IA","IA_141",1449,"9/6/2012",43.11277,-91.23392,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
"49","IA","IA_142",1380,"9/18/2012",42.84789,-95.61304,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"50","IA","IA_143",1384,"7/31/2012",42.46889,-95.01163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"51","IA","IA_144",19,"10/13/1998",40.96176,-91.5632,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"52","IA","IA_145",20,"10/13/1998",40.96646,-91.56266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","IA","IA_146",21,"10/13/1998",40.96978,-91.56183,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","IA","IA_147",18,"10/14/1998",40.95373,-91.56692,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"55","IA","IA_148",22,"10/14/1998",40.93712,-91.55403,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"56","IA","IA_149",1461,"9/6/2013",41.44666,-93.69258,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"57","IA","IA_15",1450,"9/17/2013",41.18832,-95.37194,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"58","IA","IA_150",1379,"8/21/2012",40.77723,-94.93852,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"59","IA","IA_151",620,"10/12/2004",41.17399,-94.62411,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"60","IA","IA_152",1298,"8/1/2011",42.26014,-94.05523,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"61","IA","IA_153",17,"10/30/1998",42.2597,-94.056,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"62","IA","IA_154",1536,"8/26/2013",42.32914,-91.98213,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"63","IA","IA_156",190,"8/15/2000",43.13833,-91.6254,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"64","IA","IA_157",191,"8/15/2000",43.13943,-91.58753,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"65","IA","IA_158",945,"7/24/2007",43.13579,-91.56854,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"66","IA","IA_159",193,"8/14/2000",43.13837,-91.56768,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
"67","IA","IA_16",1332,"9/27/2011",41.5222,-95.30444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","IA","IA_160",1391,"9/7/2012",43.16042,-91.53295,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"69","IA","IA_161",205,"7/12/2000",42.02006,-93.6307,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"70","IA","IA_162",206,"7/13/2000",42.0135,-93.60959,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"71","IA","IA_163",1443,"9/17/2012",42.79921,-91.64938,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"72","IA","IA_164",212,"10/10/2000",43.38654,-92.41257,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
"73","IA","IA_165",1429,"9/18/2012",42.81004,-91.66695,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
"74","IA","IA_166",1376,"9/24/2012",41.2104,-95.82722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","IA","IA_167",1373,"8/14/2012",41.26936,-95.80739,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"76","IA","IA_168",217,"10/11/2000",41.35112,-95.70674,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"77","IA","IA_169",219,"10/12/2000",41.52124,-95.58687,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"78","IA","IA_17",1440,"7/15/2013",41.36017,-94.10994,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"79","IA","IA_170",1381,"9/26/2012",43.38813,-93.34133,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"80","IA","IA_171",225,"8/22/2000",43.28647,-93.98953,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"81","IA","IA_172",224,"8/21/2000",43.25627,-94.03061,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"82","IA","IA_173",223,"8/23/2000",43.24231,-93.98841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"83","IA","IA_174",222,"8/24/2000",43.24227,-94.09038,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"84","IA","IA_175",221,"8/3/2000",43.0201,-96.41071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","IA","IA_176",220,"8/2/2000",42.96828,-96.45271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"86","IA","IA_177",229,"7/31/2000",42.9168,-91.38848,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"87","IA","IA_178",228,"7/31/2000",42.9514,-91.41017,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"88","IA","IA_179",1048,"8/13/2008",43.02102,-91.51978,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"89","IA","IA_18",990,"7/16/2007",43.44005,-91.95888,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
"90","IA","IA_180",231,"8/2/2000",42.9871,-91.45264,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"91","IA","IA_181",1388,"7/25/2012",41.57769,-94.3304,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"92","IA","IA_182",232,"8/22/2000",42.07832,-92.90526,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"93","IA","IA_183",234,"9/21/2000",41.83082,-95.93149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"94","IA","IA_184",235,"9/20/2000",42.57693,-96.31197,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"95","IA","IA_185",236,"9/5/2000",42.23619,-92.08497,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"96","IA","IA_186",1502,"8/27/2013",41.99401,-91.58826,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
"97","IA","IA_187",239,"9/19/2000",42.0108,-91.62535,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"98","IA","IA_188",238,"9/25/2000",42.10945,-91.56241,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"99","IA","IA_189",1374,"7/24/2012",42.94442,-93.57652,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"100","IA","IA_19",975,"7/17/2007",43.47592,-91.64497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101","IA","IA_190",1387,"7/23/2012",42.89898,-93.60945,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"102","IA","IA_191",248,"8/31/2000",42.80461,-93.87105,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"103","IA","IA_192",247,"8/10/2000",42.76882,-93.92204,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
"104","IA","IA_193",246,"7/14/2000",42.10575,-93.70813,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"105","IA","IA_194",249,"9/12/2000",40.9251,-91.67366,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"106","IA","IA_195",250,"9/28/2000",40.74642,-91.17777,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"107","IA","IA_196",1292,"10/5/2011",41.30104,-92.7271,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"108","IA","IA_197",1288,"9/2/2011",41.20545,-92.64877,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"109","IA","IA_198",253,"10/5/1999",42.46857,-92.27271,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
"110","IA","IA_199",254,"10/12/1999",42.38453,-92.25447,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"111","IA","IA_2",1588,"7/15/2014",41.83663,-93.96773,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"112","IA","IA_20",1441,"8/7/2013",42.66267,-93.23074,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"113","IA","IA_200",1229,"8/25/2010",41.82669,-92.45481,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"114","IA","IA_201",256,"9/21/1999",41.73573,-92.28826,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"115","IA","IA_202",258,"8/10/1999",42.52941,-91.12896,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"116","IA","IA_203",1045,"9/18/2008",42.52707,-91.04211,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"117","IA","IA_204",1529,"8/13/2013",42.19665,-90.64833,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
"118","IA","IA_205",1306,"9/19/2011",43.00079,-95.24963,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"119","IA","IA_206",260,"9/14/1999",43.14458,-95.82102,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"120","IA","IA_207",1370,"9/12/2012",40.93835,-93.26857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","IA","IA_208",1491,"8/12/2013",42.015,-90.23185,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"122","IA","IA_209",1423,"10/2/2012",42.71355,-92.91245,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"123","IA","IA_21",1385,"8/2/2012",42.38525,-93.26243,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
"124","IA","IA_210",1303,"7/19/2011",41.95094,-93.60941,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"125","IA","IA_211",265,"8/3/1999",42.38311,-93.41901,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"126","IA","IA_212",264,"8/3/1999",42.32725,-93.19163,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
"127","IA","IA_213",272,"9/30/1999",41.71942,-93.57114,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"128","IA","IA_214",269,"9/30/1999",41.7185,-93.56998,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"129","IA","IA_215",1289,"8/30/2011",42.52525,-92.44074,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
"130","IA","IA_216",836,"7/27/2006",43.06489,-91.75268,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"131","IA","IA_217",275,"8/30/1999",43.31667,-91.63165,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"132","IA","IA_218",1434,"8/2/2012",40.59392,-92.85419,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"133","IA","IA_219",703,"9/19/2005",41.53744,-93.258,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"134","IA","IA_22",1445,"7/18/2012",42.32027,-90.76486,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"135","IA","IA_220",702,"9/19/2005",41.65804,-93.27112,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"136","IA","IA_222",336,"10/3/2001",42.34001,-94.98606,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"137","IA","IA_224",1562,"6/24/2014",41.7755,-94.46292,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"138","IA","IA_225",1111,"9/11/2009",42.07728,-94.24838,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"139","IA","IA_226",1325,"8/11/2011",41.89218,-94.09688,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"140","IA","IA_227",333,"10/2/2001",43.00934,-94.46291,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"141","IA","IA_228",870,"9/27/2006",42.68869,-94.79849,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"142","IA","IA_229",869,"9/28/2006",42.61812,-94.84797,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"143","IA","IA_23",992,"8/1/2007",42.41787,-90.76461,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
"144","IA","IA_230",1521,"8/15/2013",43.31857,-92.71387,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
"145","IA","IA_231",1604,"8/20/2014",42.35804,-90.53471,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
"146","IA","IA_232",303,"8/21/2001",43.45882,-93.09561,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0
"147","IA","IA_233",1403,"7/26/2012",41.52149,-92.67679,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"148","IA","IA_234",311,"8/8/2001",41.71004,-92.90339,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"149","IA","IA_235",312,"8/9/2001",41.77127,-92.99981,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"150","IA","IA_236",314,"8/7/2001",41.64936,-92.82514,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"151","IA","IA_237",315,"8/25/2001",41.7735,-91.08165,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"152","IA","IA_238",316,"7/31/2001",42.27822,-91.26364,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
"153","IA","IA_239",317,"8/13/2001",42.35692,-91.35232,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
"154","IA","IA_24",49,"8/2/1995",42.97925,-95.42797,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"155","IA","IA_240",318,"9/12/2001",43.14359,-95.82535,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"156","IA","IA_241",319,"9/11/2001",43.1571,-95.86694,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"157","IA","IA_242",323,"9/6/2001",43.09814,-95.10917,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"158","IA","IA_243",325,"9/6/2001",43.34071,-95.13253,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"159","IA","IA_244",324,"9/6/2001",43.31499,-95.16681,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"160","IA","IA_245",1123,"9/9/2009",41.61554,-93.37237,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"161","IA","IA_247",330,"7/18/2001",42.05116,-91.46388,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
"162","IA","IA_248",329,"7/19/2001",42.02098,-91.47803,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"163","IA","IA_249",331,"7/17/2001",42.0351,-91.48298,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"164","IA","IA_25",1454,"8/20/2013",42.64096,-95.73442,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"165","IA","IA_250",1247,"9/8/2010",42.06543,-90.64013,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"166","IA","IA_251",342,"7/26/2001",41.87851,-91.34358,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
"167","IA","IA_252",341,"7/24/2001",42.86283,-92.46976,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"168","IA","IA_253",343,"8/22/2001",41.69919,-91.04512,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"169","IA","IA_254",340,"8/23/2001",41.75521,-91.0937,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"170","IA","IA_255",1431,"8/21/2013",42.96866,-95.42425,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"171","IA","IA_256",346,"9/13/2001",43.09657,-96.09572,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"172","IA","IA_257",348,"8/28/2001",42.17544,-91.3854,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
"173","IA","IA_258",358,"8/27/2001",42.10809,-91.29964,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
"174","IA","IA_259",352,"8/14/2001",42.4911,-92.96799,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"175","IA","IA_26",1545,"10/3/2013",42.10882,-91.90975,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
"176","IA","IA_260",350,"8/14/2001",42.54675,-93.05974,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"177","IA","IA_261",355,"8/21/2001",42.53723,-91.13376,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"178","IA","IA_262",694,"7/27/2005",42.50288,-91.12441,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"179","IA","IA_263",700,"7/28/2005",42.55526,-91.09961,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"180","IA","IA_264",353,"9/18/2001",42.84731,-91.91754,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"181","IA","IA_265",1525,"10/9/2013",42.84293,-91.93985,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"182","IA","IA_266",1330,"9/23/2011",40.72071,-93.87921,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"183","IA","IA_267",361,"9/24/2001",43.17609,-93.20733,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"184","IA","IA_268",360,"9/25/2001",43.17143,-93.19904,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
"185","IA","IA_269",1402,"7/19/2012",42.7882,-91.12567,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"186","IA","IA_27",1419,"9/27/2012",41.73159,-91.15097,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
"187","IA","IA_270",1541,"10/3/2013",42.13364,-91.71937,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
"188","IA","IA_274",349,"8/30/2001",42.253,-91.4815,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
"189","IA","IA_28",1424,"8/16/2013",43.32267,-92.73617,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
"190","IA","IA_287",339,"10/2/2001",41.4755,-91.58027,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"191","IA","IA_29",1511,"8/21/2013",43.4242,-93.02242,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"192","IA","IA_290",420,"7/18/2002",42.03726,-93.65132,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"193","IA","IA_291",418,"7/16/2002",41.44773,-93.68,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"194","IA","IA_292",451,"9/16/2002",41.43396,-93.55768,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"195","IA","IA_293",425,"8/7/2002",41.27498,-95.14557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","IA","IA_294",475,"10/15/2002",42.83561,-95.67365,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"197","IA","IA_295",470,"10/10/2002",42.72188,-96.46953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","IA","IA_296",477,"10/22/2002",42.15536,-91.66873,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
"199","IA","IA_297",430,"7/18/2002",42.47138,-90.77612,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"200","IA","IA_298",433,"7/16/2002",40.68005,-91.50253,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"201","IA","IA_299",1489,"7/17/2013",40.87414,-92.36506,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"202","IA","IA_3",1544,"9/24/2013",43.26106,-92.31129,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"203","IA","IA_30",1389,"7/30/2012",43.43382,-93.59606,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"204","IA","IA_300",1484,"7/15/2013",40.74555,-92.33147,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"205","IA","IA_301",423,"8/1/2002",42.14057,-95.27777,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"206","IA","IA_302",424,"7/31/2002",42.25089,-94.54364,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"207","IA","IA_303",468,"10/7/2002",42.60168,-93.92622,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"208","IA","IA_304",428,"8/22/2002",43.14726,-95.83442,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
