"","Ecoregion","HUC4","State","WatershedID","SiteNUM","CMS_prop","SRD_prop","CAS_prop","RFS_prop","BNM_prop","RAD_prop","JOD_prop","HHC_prop","CRC_prop","CSR_prop","Host_Number","Area","Per_Urban","Per_Agriculture","Per_Forest","Per_Wetlant","Elevation","Temperature","Precipitation","Lat","Lon"
"11","ECO51","HUC4_12","MN","ws10676",9,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,1,190.6253858,0.185117513196038,0.537251069374805,0.105653286498022,0.024220277045976,287.133746647294,7.27732342007435,774.557620817844,2463068.97435897,193854.358974359
"12","ECO47","HUC4_13","MN","ws11025",6,0,0,0,0,0.166666666666667,0,0.5,0,0.5,0.5,2,187.1586131,0.083720438173827,0.860642257422315,0.005255970070304,0.001745578349058,336.786343314581,6.9375,702.965909090909,2453076.9393512,64084.6967559944
"13","ECO51","HUC4_4","WI","ws11029",7,0.142857142857143,0,0,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0.571428571428571,0,2,285.0795203,0.042225063534909,0.303834193619675,0.293573897807454,0.349569856829411,392.936260154779,6.51893939393939,803.121212121212,2457525.54744526,539496.21350365
"14","ECO47","HUC4_13","MN","ws11113",7,0.285714285714286,0,0,0,0.142857142857143,0,0.714285714285714,0.142857142857143,0.714285714285714,0.285714285714286,3,262.0593153,0.038155486181944,0.926776496770006,0.005429687097539,0.000257575289257,315.39742248986,7.10958904109589,670.715068493151,2451982.95412844,32001.1100917431
"15","ECO51","HUC4_4","WI","ws11456",5,0,0,0,0,0,0,0.4,0,1,0,1,251.8533126,0.052959401365795,0.288936059205895,0.337164134835636,0.309433706050308,346.408328042625,6.89558011049724,795.96408839779,2441909.25925926,542654.62962963
"16","ECO51","HUC4_4","WI","ws11473",8,0,0,0,0,0.125,0,0.5,0,0,0,0,35.85869913,0.046708330196019,0.456767813668649,0.158647692191853,0.287026579323846,253.980563401368,7.41320754716981,792.811320754717,2436108.21428571,582177.5
"17","ECO51","HUC4_16","WI","ws11489",8,0.875,0,0,0,0.625,0.25,0.875,0.375,1,0.125,3,281.2239086,0.046119479887734,0.478959647455284,0.326689516787158,0.122667383533192,357.873532498191,6.88358585858586,819.828282828283,2451014.26512968,408509.567723343
"18","ECO47","HUC4_13","MN","ws11513",10,0,0,0,0,0,0,0.7,0,1,0.3,2,295.4312798,0.044526087790969,0.918048967729553,0.008075989240138,0.00094133559985,337.516665178928,6.99878640776699,703.866504854369,2441863.18032787,69525.9344262295
"19","ECO51","HUC4_13","MN","ws11704",6,0,0,0,0,0.166666666666667,0,0.833333333333333,0.166666666666667,1,0.333333333333333,3,111.6018002,0.840776761665134,0.00645957323269,0.04549120175481,0.017749713714295,270.036150396986,7.54117647058824,802.437908496732,2434357.29281768,208073.370165746
"20","ECO51","HUC4_14","WI","ws11784",10,0.9,0,0,0,0.6,0.2,0.8,0.6,0.9,0.1,3,204.8165953,0.048125005492719,0.739174949686695,0.135503176988584,0.071528381976851,383.20331305495,6.87896551724138,815.344827586207,2433366.74698795,436036.86746988
"21","ECO47","HUC4_13","MN","ws11863",5,0.6,0,0,0,0,0,0.4,0.2,0.8,0.4,3,141.2964107,0.038395882697648,0.916360926393029,0.007280440265994,0.000579632602105,318.363187566424,7.3,661.658163265306,2427283.84615385,19560
"22","ECO47","HUC4_12","MN","ws11894",11,0,0,0,0,0,0,0.727272727272727,0,0.727272727272727,0.454545454545455,2,297.8937219,0.033441794841583,0.93994132806434,0.007939744949289,0.000839896916249,336.50461825463,7.05382775119617,700.758373205742,2428729.5676173,97391.6743330267
"23","ECO51","HUC4_4","WI","ws11905",17,0.294117647058824,0,0,0,0.117647058823529,0,0.705882352941177,0.176470588235294,0.647058823529412,0,2,297.9908857,0.054898656301249,0.442771238987499,0.234925294698596,0.247365607473248,281.077774878626,7.34271844660194,792.337378640777,2429012.31543624,560282.617449664
"24","ECO47","HUC4_12","MN","ws12059",5,0,0,0,0,0.4,0,0.6,0,0.8,0.2,2,146.3507951,0.093584729294271,0.842551595208226,0.036215039480481,0.005712985511524,305.13180853789,7.29695431472081,739.035532994924,2422170.35433071,152226.968503937
"25","ECO51","HUC4_14","WI","ws12104",9,0.777777777777778,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.444444444444444,1,0,2,108.653404,0.039552374799132,0.732046120968143,0.169938538508689,0.054602985272435,353.269348199133,7.15714285714286,819.38961038961,2421308.17535545,430374.241706161
"26","ECO53","HUC4_4","WI","ws12172",8,0.5,0.25,0,0,0.375,0,0.5,0.375,0.625,0.125,3,299.8781885,0.062980570111465,0.788537146081309,0.052581348027299,0.088743029670046,237.70878079781,7.27596153846154,757.617788461538,2422542.02205882,658951.213235294
"27","ECO51","HUC4_16","WI","ws12183",7,0.142857142857143,0,0,0,0,0,0.714285714285714,0,0.857142857142857,0,1,186.1947152,0.047461608735372,0.514232682240687,0.24909731587419,0.121619466075028,314.407489363893,7.42123552123552,802.111969111969,2418187.69633508,387553.507853403
"28","ECO47","HUC4_13","MN","ws12224",9,0.444444444444444,0,0,0,0.444444444444444,0,0.666666666666667,0.222222222222222,0.777777777777778,0.555555555555556,3,268.5392883,0.041692221585444,0.886965148117985,0.00773182919595,0.000790945682811,330.479267587404,7.14304461942257,696.89501312336,2423618.85863874,72631.6963350785
"29","ECO51","HUC4_14","WI","ws12238",9,1,0,0,0,1,0.666666666666667,1,0.666666666666667,1,0,2,159.8454337,0.057807731720775,0.682865443735009,0.204244225983356,0.050510680945464,359.957672389769,7.15511111111111,830.88,2416472.44382022,438513.244382022
"30","ECO47","HUC4_12","MN","ws12256",7,0,0,0,0,0,0,0.571428571428571,0,0.571428571428571,0.285714285714286,2,252.4769915,0.052864221295405,0.929743699426086,0.009949025059708,7.4858303925e-05,329.963604433796,7.17323943661972,691.957746478873,2417149.59949937,101552.553191489
"31","ECO47","HUC4_13","MN","ws12261",7,0.857142857142857,0,0,0,0.714285714285714,0,0.857142857142857,0.714285714285714,1,0.857142857142857,3,178.2972057,0.065888303349688,0.910649746602863,0.006592363761181,0.000176671310598,332.084856975042,7.14466403162055,691.612648221344,2420552.29385307,82206.4317841079
"32","ECO47","HUC4_14","MN","ws12444",6,0.166666666666667,0,0,0,0,0,0.666666666666667,0,0.666666666666667,0.5,2,84.6855133,0.053105903608056,0.820117965885541,0.072575588500983,0.006068335193156,287.793145045568,7.60252100840336,787.90756302521,2406082.87058824,231424.941176471
"33","ECO51","HUC4_14","MN","ws12503",11,0,0,0,0,0.0909090909090909,0,0.727272727272727,0,0.727272727272727,0.363636363636364,2,263.3471987,0.394698709536308,0.468459508967629,0.064964047462817,0.017173146325459,302.954990904162,7.47807486631016,778.326203208556,2410952.55319149,219683.510638298
"34","ECO51","HUC4_14","WI","ws12516",6,1,0,0,0,1,0.666666666666667,1,0.666666666666667,1,0.166666666666667,3,162.6317847,0.039258004892032,0.555848856127768,0.283051654104548,0.088825801595998,328.867225751089,7.40088495575221,824.814159292035,2406145.72212066,438570.493601463
"35","ECO51","HUC4_4","WI","ws12600",11,0.363636363636364,0,0,0,0.181818181818182,0,0.909090909090909,0,1,0,1,289.5182997,0.077662448280471,0.731792083609223,0.064711971574854,0.107489578378983,236.421240832381,7.64645476772616,744.533007334963,2410626.87430478,611213.025583982
"36","ECO51","HUC4_4","WI","ws12639",7,0.428571428571429,0,0,0,0,0,0.285714285714286,0.285714285714286,0.857142857142857,0,2,287.4689977,0.049481857174165,0.370746063053755,0.388056103440719,0.152769168153784,303.117260824307,7.38718592964824,790.597989949749,2407124.51923077,543388.653846154
"37","ECO47","HUC4_13","MN","ws12645",6,1,0,0,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.833333333333333,0.666666666666667,3,172.1816835,0.037446488215647,0.925007709878576,0.023641885287461,0.002639653342951,323.411225992542,7.28818565400844,702.73417721519,2405246.18892508,84844.0553745928
"38","ECO47","HUC4_13","MN","ws12679",8,0.625,0,0,0,0.375,0,0.875,0,1,0.375,2,160.1937079,0.04144545010197,0.91219317613614,0.009022826740377,0.000162927755586,322.393368812195,7.39227272727273,672.327272727273,2405192.64084507,37272.1478873239
"39","ECO53","HUC4_4","WI","ws12776",7,0.857142857142857,0,0,0,0.857142857142857,0,1,0,1,0,1,122.6097012,0.281752585643713,0.651596896493507,0.034844714569891,0.020604405687315,222.035529787414,7.84235294117647,727.694117647059,2397040.48013245,613391.274834437
"40","ECO51","HUC4_14","MN","ws12816",11,0.727272727272727,0.181818181818182,0.0909090909090909,0,0.818181818181818,0.0909090909090909,0.909090909090909,0.272727272727273,0.727272727272727,0.545454545454545,3,218.5703854,0.052578482722272,0.799016701255065,0.074027407187799,0.016548901406595,301.106712729225,7.55868852459016,779.980327868852,2396482.36588721,222416.987620358
"41","ECO47","HUC4_13","MN","ws12863",5,1,0,0,0,1,0,0.8,0,1,0.8,2,225.0342369,0.04702085283037,0.925939257232901,0.008470712451707,0.000387941032963,312.749260924717,7.39242902208202,732.13880126183,2395843.90052356,130003.429319372
"42","ECO52","HUC4_14","MN","ws12978",9,0,0,0,0,0,0,0.222222222222222,0,0.111111111111111,0,1,195.5420783,0.086491860320616,0.560770289364797,0.261284398602654,0.018507012044977,304.958876532571,7.60545454545454,775.552727272727,2394380.94059406,268276.930693069
"43","ECO47","HUC4_13","MN","ws12984",7,0.857142857142857,0,0,0,0.714285714285714,0,0.714285714285714,0.571428571428571,1,0.714285714285714,3,184.2182958,0.046016600956582,0.924523785096269,0.01942966578239,0.00021496235716,318.909034450907,7.34474708171206,712.11673151751,2397305.69027611,97164.0216086435
"44","ECO52","HUC4_14","MN","ws13040",7,0,0,0,0,0.142857142857143,0,0.571428571428571,0,0.714285714285714,0,1,186.137995,0.042582922347935,0.628101730973794,0.256856203461948,0.009747606614447,311.969487947708,7.60615384615385,776.553846153846,2390871.33116883,280302.954545455
"45","ECO53","HUC4_4","WI","ws13044",7,0.571428571428571,0,0,0,0.285714285714286,0,0.714285714285714,0,1,0,1,94.82669825,0.0850678131792,0.819158528136063,0.068164346117707,0.024733540237085,230.491771404409,7.8037037037037,747.614814814815,2388377.62331839,622843.99103139
"46","ECO46","HUC4_13","MN","ws13097",6,0.666666666666667,0,0,0,0.333333333333333,0,0.666666666666667,0.5,0.833333333333333,0.833333333333333,3,180.3059888,0.035909987761932,0.83744349259472,0.013162166887285,0.001278753215615,485.200545621863,6.73579766536965,627.050583657588,2393575.54712893,-22801.9826652221
"47","ECO47","HUC4_13","MN","ws13110",5,0.6,0,0,0,0,0,0.2,0,1,0.4,2,188.0252807,0.046133153357553,0.90881546259998,0.015518124422618,0.000890305719496,314.015538420028,7.50260223048327,690.230483271375,2386086.93975904,77572.734939759
"48","ECO52","HUC4_14","WI","ws13129",6,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,1,285.9948072,0.045048021852146,0.470157849023828,0.416065606787256,0.03122679153607,314.79859523529,7.64924623115578,865.133165829146,2388901.54262517,396336.129905277
"49","ECO47","HUC4_13","MN","ws13134",8,0.5,0,0,0,0.25,0,0.625,0.25,1,0.5,3,214.6743016,0.038918026051558,0.926507271713475,0.021834006213133,0.000804940321221,317.252743300324,7.37859531772575,723.795986622074,2393932.29452055,106370.547945205
"50","ECO52","HUC4_14","MN","ws13174",6,0.166666666666667,0,0,0,0.833333333333333,0,0.833333333333333,0,1,1,2,202.4595251,0.045640239158943,0.75061234469116,0.134706941388278,0.003987464159499,333.856043918134,7.47615658362989,797.26334519573,2387985.19672131,257272.081967213
"51","ECO53","HUC4_4","WI","ws13248",7,0.285714285714286,0,0,0,0,0,0,0,0.857142857142857,0,1,64.54079939,0.124916331994645,0.758143685854529,0.064033913431504,0.032588688085676,245.448088398899,7.79425287356322,762.413793103448,2382721.47239264,615823.619631902
"52","ECO52","HUC4_14","MN","ws13324",8,0.875,0.75,0,0,0.875,0,1,0,1,1,2,248.070615,0.059716870923036,0.652278020853741,0.234220016398557,0.007782058817127,335.079888256559,7.46638176638177,803.467236467236,2382072.84046693,242707.354085603
"53","ECO46","HUC4_13","MN","ws13338",12,0.666666666666667,0,0.0833333333333333,0,0.583333333333333,0,0.5,0.416666666666667,0.833333333333333,0.75,3,293.5521015,0.038185725804721,0.821721254932259,0.008376025925211,0.001091458722319,489.119174291932,6.76771084337349,636.342168674699,2383346.22067767,-13551.7636837533
"54","ECO47","HUC4_14","MN","ws13352",7,0.714285714285714,0,0,0,0.857142857142857,0.142857142857143,1,0.285714285714286,1,0.714285714285714,3,205.5456054,0.043628275185652,0.795581126523749,0.105388293400588,0.008174828359255,327.533299069687,7.49006849315068,781.869863013699,2381364.24161074,231767.637583893
"55","ECO52","HUC4_14","WI","ws13410",7,0,0,0,0,0,0,0.285714285714286,0,0.428571428571429,0,1,299.6514063,0.029371129252191,0.445690892817454,0.511383227310134,0.003330870471488,316.924659399856,7.66524822695036,840.146572104019,2380332.02586207,342205.086206897
"56","ECO51","HUC4_4","WI","ws13641",7,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143,0,1,263.9952198,0.049221349479081,0.315397779959636,0.393256013745704,0.181097610865652,284.892720945805,7.71689373297003,774.754768392371,2374554.55045872,545567.614678899
"57","ECO47","HUC4_14","MN","ws13851",12,1,0.833333333333333,0,0,1,0,1,0.833333333333333,1,1,3,280.0007491,0.04666486667181,0.867793592018309,0.045951297282008,0.006412481678624,359.433276927077,7.38888888888889,794.961240310078,2367880.75401731,238214.313967862
"58","ECO52","HUC4_14","WI","ws13902",5,0,0,0,0,0,0,0,0,0.2,0,1,65.65051288,0.041524436219069,0.492946740695044,0.443663033792583,0.010185756391802,279.663951249214,8.02391304347826,819.576086956522,2363856.5060241,396588.524096386
"59","ECO52","HUC4_14","WI","ws13977",14,0,0,0,0,0.0714285714285714,0,0.571428571428571,0,0.5,0,1,298.3067985,0.04287800345148,0.357852720755947,0.564139000518929,0.016551416192993,290.434400815146,7.92890995260664,852.225118483412,2364882.09876543,382114.197530864
"60","ECO51","HUC4_4","WI","ws14064",8,0.375,0,0,0,0.375,0,0.375,0.375,0.5,0,2,299.5136461,0.051716832986271,0.375116063138347,0.284113548061408,0.17934271454027,264.87467928276,7.89807228915663,766.872289156626,2364535.41871921,547290.088669951
"61","ECO47","HUC4_14","MN","ws14205",5,1,0.8,0.2,0,0.4,0,0.8,0.2,1,0.6,3,55.8414001,0.041324178835058,0.862505238049189,0.038568159107759,0.009718595880476,373.112917141739,7.34935064935065,816.285714285714,2354143.01538462,226000.523076923
"62","ECO47","HUC4_14","MN","ws14220",10,1,0.9,0.2,0,0.8,0.3,0.9,0.5,1,0.9,3,288.0036122,0.042171347858152,0.888904513693579,0.045465056686791,0.005765552930588,372.555523571435,7.37810218978102,804.170316301703,2356158.02371542,247075.256916996
"63","ECO52","HUC4_14","WI","ws14271",8,0,0,0,0,0,0,0.375,0,0,0,0,170.8857207,0.036898347843032,0.274388670321741,0.620999299531792,0.019123308737946,289.016551529699,8.01548117154812,837.652719665272,2355058.4305835,411913.883299799
"64","ECO51","HUC4_4","WI","ws14398",6,0.166666666666667,0,0,0,0.333333333333333,0,0.166666666666667,0,0.666666666666667,0,1,277.2872986,0.049072207778719,0.357890534474532,0.370389844756684,0.162432610509028,297.16915406591,7.79746835443038,762.432911392405,2355858.02281369,525281.178707224
"65","ECO47","HUC4_13","MN","ws14421",7,0,0,0,0,0,0,0.714285714285714,0,0.714285714285714,0,1,160.3476028,0.053748231966054,0.883831750521991,0.01869625738084,0.003839159426147,302.065481903915,7.71621621621622,749.184684684685,2350375.90185676,138675.079575597
"66","ECO52","HUC4_14","MN","ws14447",11,0,0.0909090909090909,0,0,0,0,0.909090909090909,0,1,0.727272727272727,2,269.9649048,0.047719536873127,0.76847990238731,0.127413230386617,0.005374031957488,349.813322223436,7.60052631578947,805.176315789474,2351262.23796034,301473.994334278
"67","ECO47","HUC4_13","MN","ws14454",5,0,0,0,0,0.2,0,0.2,0,0.2,0.2,2,86.18400514,0.086424394319131,0.854824561403509,0.019820384294069,0.00515873015873,323.341296071217,7.60655737704918,787.27868852459,2347332.43902439,182092.865853659
"68","ECO53","HUC4_4","WI","ws14499",5,0,0,0,0,0.2,0,0.6,0,0.6,0,1,292.0130999,0.077042091604794,0.721798439864513,0.041512178734447,0.093318416194342,285.969197118793,7.70412621359223,790.541262135922,2354971.40318054,624310.046772685
"69","ECO47","HUC4_14","MN","ws14552",9,0.777777777777778,0,0.222222222222222,0,0.444444444444444,0,0.777777777777778,0.666666666666667,0.555555555555556,0.444444444444444,3,229.2624014,0.069177501413228,0.814898561648138,0.023793260473588,0.005535142264933,347.274603337471,7.496875,781.946875,2348949.42528736,208271.954022989
"70","ECO52","HUC4_14","MN","ws14590",9,0,0.222222222222222,0,0,0,0,0.666666666666667,0,0.444444444444444,0.222222222222222,2,139.4900859,0.039112453141836,0.781900651013943,0.135499938705327,0.002606636600017,346.564429227154,7.66969696969697,782.914141414141,2344034.33198381,310006.275303644
"71","ECO47","HUC4_13","MN","ws14625",7,1,0,0,0,0.714285714285714,0,0.571428571428571,0.714285714285714,0.857142857142857,0.571428571428571,3,294.8967525,0.038744075467782,0.873110482416385,0.004550406973018,0.00193491483628,355.333047347797,7.53052884615385,695.105769230769,2348024.96487119,84109.2505854801
"72","ECO53","HUC4_4","WI","ws14638",5,0.4,0,0,0,0.2,0,0.6,0.2,0.8,0.2,3,26.0171988,0.065794935657949,0.682129514321295,0.161062681610627,0.063373460633735,268.525396819726,7.79117647058824,798.147058823529,2340321.58102767,644135.691699605
"73","ECO52","HUC4_14","MN","ws14680",9,0,0,0,0,0,0,0.666666666666667,0,0.444444444444444,0,1,260.6418442,0.048173009854904,0.530113742308409,0.37692764552731,0.006132554333188,328.112106324191,7.79155313351499,814.574931880109,2346773.25991189,334404.317180617
"74","ECO51","HUC4_4","WI","ws14691",7,0.428571428571429,0,0,0,0,0,0,0,0.571428571428571,0,1,246.9122879,0.056596208451341,0.320575767185353,0.384906705741269,0.136425767367604,284.141117110088,7.97357954545455,764.517045454545,2342185.01976285,518749.209486166
"75","ECO47","HUC4_13","MN","ws14701",6,0.833333333333333,0,0,0,0.833333333333333,0,0.5,0,0.833333333333333,0.833333333333333,2,163.409364,0.032990758181598,0.919918927552515,0.004428141832722,0.00297412511153,367.876093115929,7.50675675675676,689.68018018018,2342107.48351648,89254.3846153846
"76","ECO52","HUC4_17","WI","ws14714",7,0,0,0,0,0.142857142857143,0,0.428571428571429,0,0.428571428571429,0.142857142857143,2,224.2079927,0.112323378291586,0.464820166987797,0.246154463712267,0.09349710982659,321.953138003046,7.9187898089172,801.522292993631,2344211.11888112,439871.381118881
"77","ECO53","HUC4_4","WI","ws14744",8,0.875,0,0,0,0,0,0.75,0.625,0.75,0.5,3,88.33050633,0.202047990218554,0.630139079932753,0.078373834632432,0.06593305823017,221.547564525158,7.9816,790.568,2340377.50458716,655397.504587156
"78","ECO52","HUC4_14","MN","ws14772",11,0.454545454545455,0.454545454545455,0,0,0.636363636363636,0,0.909090909090909,0,0.909090909090909,0.545454545454545,2,240.659112,0.07435330723002,0.709351942228655,0.170632650084705,0.003148852463921,358.218225241149,7.61906158357771,821.774193548387,2341706.27272727,316097.181818182
"79","ECO47","HUC4_14","MN","ws14819",6,0.833333333333333,0.666666666666667,0.5,0,0.833333333333333,0.666666666666667,1,0.666666666666667,1,1,3,161.8136975,0.039145016769285,0.859905558058434,0.058495047081922,0.008982552157203,378.958801271059,7.44385964912281,796.543859649123,2335635,261483.240418118
"80","ECO47","HUC4_14","MN","ws14840",10,0.9,0.5,0,0,0.9,0,1,0,1,0.8,2,241.3151981,0.060888829215897,0.874179496359948,0.029198740899869,0.015302392886979,390.766360074954,7.34454277286136,805.533923303835,2337936.3011889,243301.030383091
"81","ECO53","HUC4_4","WI","ws14852",13,0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.615384615384615,0,1,132.1919978,0.105514705882353,0.701729302832244,0.045179738562092,0.028125,286.628854872199,7.94105263157895,768.584210526316,2336839.62825279,572359.349442379
"82","ECO53","HUC4_4","WI","ws14863",6,0.666666666666667,0,0,0,0.833333333333333,0,0.833333333333333,0.833333333333333,1,0,2,133.1478343,0.164206242987117,0.508239715564208,0.211893850292682,0.088081815846751,277.214070561594,7.77619047619048,802.444444444444,2335639.93622449,641870.12755102
"83","ECO47","HUC4_13","MN","ws14888",5,0.2,0,0,0,0.8,0,0.8,0,0.8,0,1,172.2303006,0.056932490972843,0.902987453427184,0.004603719554573,0.001332518145762,342.939102929942,7.66326530612245,705.30612244898,2334219.88636364,101501.25
"84","ECO52","HUC4_14","MN","ws14923",10,0.1,0,0,0,0.1,0,0.9,0,0.7,0.3,2,212.7140626,0.18982521609992,0.604225107785521,0.116573372428062,0.014233189055168,363.385857937219,7.56938775510204,813.336734693878,2335252.47011952,288198.645418327
"85","ECO47","HUC4_13","MN","ws14935",6,0.5,0,0,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0.666666666666667,2,273.8042449,0.044890821656198,0.904354314377093,0.005255943752527,0.003342898559299,396.288053739798,7.41102362204724,698.569553805774,2334773.19201995,84815.9102244389
"86","ECO52","HUC4_14","MN","ws15039",6,1,0.666666666666667,0.5,0,1,1,0.833333333333333,0.666666666666667,1,1,3,200.4507054,0.038410940944581,0.804348899754403,0.067150675951743,0.019683642910701,380.309141568089,7.47375886524823,790.68085106383,2329269.328125,266279.90625
"87","ECO52","HUC4_14","MN","ws15053",6,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0.333333333333333,0.333333333333333,2,128.0367104,0.033901998411393,0.752149188474867,0.188292106872483,0.00117388217597,350.229443903235,7.74775280898876,837.685393258427,2327530.65789474,326661.118421053
"88","ECO53","HUC4_4","WI","ws15127",10,0.5,0.1,0,0,0.2,0,0.6,0.5,0.6,0.2,3,210.624299,0.103159037205109,0.683831352792627,0.030923782298624,0.045144363684532,274.263263838679,8.06006711409396,738.318791946309,2326884.84732824,597283.625954198
"89","ECO47","HUC4_13","MN","ws15142",6,0,0,0,0,0.833333333333333,0,1,0,1,0.5,2,279.8955115,0.04394282866284,0.894245888197559,0.006180163668226,0.013215646553803,330.04861239915,7.68075949367089,782.278481012658,2329981.9266055,183809.816513761
"90","ECO47","HUC4_14","MN","ws15147",9,0.888888888888889,0.111111111111111,0.222222222222222,0,0.444444444444444,0,0.666666666666667,0.222222222222222,1,0.888888888888889,3,280.0574919,0.050077930425002,0.86588575560376,0.012501004258054,0.002811922551619,379.386262917563,7.45239294710327,797.4080604534,2324964.4873502,223446.151797603
"91","ECO52","HUC4_14","MN","ws15155",5,0.2,0,0.2,0,0.2,0,1,0,0.8,0,1,197.7290757,0.038916881733645,0.429979198812921,0.48389387298076,0.007614964109987,332.772843733643,7.86192170818505,884.330960854092,2328263.87211368,349245.719360568
"92","ECO47","HUC4_13","MN","ws15226",5,0,0,0,0,0.6,0,0.6,0,1,0.4,2,283.7915937,0.043618627189811,0.898567822303409,0.015168525072624,0.001366848067385,394.292925899439,7.49725,707.9375,2321833.74107143,91808.5178571429
"93","ECO47","HUC4_8","MN","ws15272",16,1,0.875,0.3125,0,1,0,0.9375,0.75,1,0.8125,3,285.3468003,0.057804398016729,0.906144733356043,0.006957849185623,0.017031906438061,393.834910228491,7.4002538071066,816.083756345178,2322462.16901408,243759.042253521
"94","ECO53","HUC4_11","WI","ws15299",11,0,0.0909090909090909,0,0,0.454545454545455,0,0.454545454545455,0,0.272727272727273,0.272727272727273,2,264.5460237,0.076743553106076,0.720357896169286,0.012427706334626,0.036208069674083,286.807482163569,8.04705882352941,759.374331550802,2321109.8019802,582195.997171146
"95","ECO47","HUC4_6","MN","ws15310",5,0.4,0,0,0,0.4,0,0.6,0,1,0.6,2,186.5268111,0.038616804729106,0.908419937615628,0.004471368111726,0.000219663280598,493.210751804909,7.17424242424242,682.685606060606,2317083.8976378,21953.8582677165
"96","ECO47","HUC4_13","MN","ws15325",6,1,0,0,0,1,0,1,0,1,0.833333333333333,2,134.6381988,0.053215952084921,0.930874744314764,0.00648404390433,0.003984010481424,368.455988667671,7.51989528795812,786.717277486911,2320764.76280835,200076.660341556
"97","ECO47","HUC4_8","MN","ws15398",7,0.714285714285714,1,0.285714285714286,0,0.857142857142857,0,1,0.571428571428571,1,0.857142857142857,3,98.22058354,0.043579452782817,0.898372642806092,0.020552715010904,0.010519178257921,398.395610740746,7.41642857142857,842.435714285714,2313972.47596154,250496.177884615
